Frame Number(30fps),Head rotation X,Head rotation Y,Head rotation Z,Brow Left UP,Brow Left Down,Brow Right UP,Brow Right Down,Brow Centerize,Left Brow Outer Down,Right Brow Outer Down,Eye close Left,Eye close Right,Mouse Open,Mouse Left Smile,Mouse Right Smile,Mouse Left Spread,Mouse Right Spread,Mouse Left Fraw,Mouse Right Fraw,Mouse Left Centerize,Mouse Right Centerize,Cheek Left UP,Cheek Right UP,Left Eye rotation X,Left Eye rotation Y,Left Eye rotation Z,Right Eye rotation X,Right Eye rotation Y,Right Eye rotation Z,
391,186.39,6.4,180.5,64,0,64,0,0,44,44,3,3,48,0,0,1,1,0,0,33,33,0,0,0,0,0,0,0,0,
392,186.39,6.4,180.5,71,0,71,0,0,44,44,14,14,68,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,
393,186.39,6.4,180.5,74,0,74,0,0,44,44,22,22,70,0,0,0,0,0,0,41.5,41.5,0,0,0,0,0,0,0,0,
394,186.39,6.4,180.5,77,0,77,0,0,44,44,30,30,72,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,
395,186.39,6.4,180.5,84,0,84,0,0,44,44,48,48,80,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,
396,186.39,6.4,180.5,88,0,88,0,0,44,44,54,54,76,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,
397,186.39,6.4,180.39,91,0,91,0,0,44,44,56,56,68,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,
398,186.39,6.4,180.39,90,0,90,0,0,44,44,44,44,56,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,
399,186.39,6.4,180.35,88.5,0,88.5,0,0,44,44,35,35,53,0,0,0,0,0,0,50.5,50.5,0,0,0,0,0,0,0,0,
400,186.39,6.4,180.3,87,0,87,0,0,44,44,26,26,50,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,
401,186.39,6.4,180.3,83,0,83,0,0,44,44,7,7,42,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,
402,186.39,6.4,180.3,81,0,81,0,0,44,44,0,0,36,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,
403,186.39,6.4,180.3,81,0,81,0,0,44,44,0,0,26,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,
404,186.39,6.4,180.3,81,0,81,0,0,44,44,0,0,20,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,
405,186.39,6.4,180.39,80,0,80,0,0,44,44,0,0,29,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,
406,186.39,6.4,180.5,80,0,80,0,0,44,44,0,0,46,12,12,0,0,0,0,56,56,4,4,0,0,0,0,0,0,
407,186.39,6.4,180.55,80,0,80,0,0,44,44,0,0,50.5,19,19,1,1,0,0,52,52,6.5,6.5,0,0,0,0,0,0,
408,186.39,6.4,180.6,80,0,80,0,0,44,44,0,0,55,26,26,2,2,0,0,48,48,9,9,0,0,0,0,0,0,
409,186.39,6.4,180.6,80,0,80,0,0,44,44,0,0,53,40,47,6,8,0,0,38,38,13,16,0,0,0,0,0,0,
410,186.39,6.4,180.6,80,0,80,0,0,44,44,0,0,55,57,68,12,16,0,0,25,25,19,23,0,0,0,0,0,0,
411,186.39,6.4,180.6,80,0,80,0,0,44,44,0,0,59,74,91,17,23,0,0,13,13,25,30,0,0,0,0,0,0,
412,186.39,6.4,180.6,77,0,77,0,0,44,44,0,0,56,79,96,19,25,0,0,6,6,26,32,0,0,0,0,0,0,
413,186.39,6.4,180.64,75,0,75,0,0,44,44,0,0,53,72,89.5,19.5,25,0,0,5,5,24,30,0,0,0,0,0,0,
414,186.39,6.4,180.69,73,0,73,0,0,44,44,0,0,50,65,83,20,25,0,0,4,4,22,28,0,0,0,0,0,0,
415,186.39,6.4,180.69,69,0,69,0,0,42,42,5,5,46,50,62,16,20,0,0,4,4,17,21,0,0,0,0,0,0,
416,186.39,6.4,180.8,64,0,64,0,0,40,40,23,23,45,46,52,10,12,0,0,6,6,15,17,0,0,0,0,0,0,
417,186.39,6.4,180.8,61.5,0,61.5,0,0,38.5,38.5,32.5,32.5,45,38,41,8,9,0,0,7,7,12.5,13.5,0,0,0,0,0,0,
418,186.39,6.4,180.8,59,0,59,0,0,37,37,42,42,45,30,30,6,6,0,0,8,8,10,10,0,0,0,0,0,0,
419,186.39,6.4,180.69,57,0,57,0,0,34,34,51,51,50,13,13,3,3,0,0,10,10,4,4,0,0,0,0,0,0,
420,186.39,6.4,180.69,58,0,58,0,0,31,31,55,55,63,13,13,1,1,0,0,11,11,4,4,0,0,0,0,0,0,
421,186.39,6.3,180.5,63,0,63,0,0,30,30,43,43,77,13,13,0,0,0,0,11,11,4,4,0,0,0,0,0,0,
422,186.39,6,180.39,68,0,68,0,0,29,29,26,26,83,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,
423,186.39,5.84,180.35,71,0,71,0,0,29,29,16,16,86.5,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,
424,186.39,5.69,180.3,74,0,74,0,0,29,29,6,6,90,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,
425,186.39,5.55,180.3,77,0,77,0,0,30,30,3,3,88.5,0,0,0,0,0,0,32.5,32.5,0,0,0,0,0,0,0,0,
426,186.39,5.4,180.3,80,0,80,0,0,31,31,0,0,87,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,
427,186.39,4.8,180.3,83,0,83,0,0,35,35,0,0,85,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,
428,186.39,4.19,180.5,85,0,85,0,0,36,36,0,0,78,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,
429,186.39,3.7,180.6,86,0,86,0,0,37,37,0,0,57,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,
430,186.6,3.2,180.69,86,0,86,0,0,37,37,0,0,20,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,
431,186.89,2.7,180.8,86,0,86,0,0,34,34,0,0,7,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,
432,187.19,2.5,181,83,0,86,0,0,31,31,0,0,8,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,
433,187.19,2.4,181,79,0,86,0,0,29,29,0,0,19,6,6,2,2,0,0,67,67,2,2,0,0,0,0,0,0,
434,187.1,2.4,181,74,0,86,0,2,29,29,0,0,28,17,17,5,5,0,0,48,48,6,6,0,0,0,0,0,0,
435,186.8,2.4,181.1,69,0,84,0,6,28,28,0,0,32,17,17,8,8,0,0,38,38,6,6,0,0,0,0,0,0,
436,186.39,2.4,181,65,0,80,0,10,28,28,0,0,15,17,17,9,9,0,0,34,34,6,6,0,0,0,0,0,0,
437,185.89,2.4,180.89,62,0,76,0,12,28,28,0,0,2,17,17,10,10,0,0,38,38,6,6,0,0,0,0,0,0,
438,185.79,2.4,180.85,62,0,74,0,12,28,28,0,0,8.5,14,14,9,9,0,0,43,43,5,5,0,0,0,0,0,0,
439,185.69,2.4,180.8,62,0,72,0,12,28,28,0,0,15,11,11,8,8,0,0,48,48,4,4,0,0,0,0,0,0,
440,185.6,2.4,180.8,61,0,68,0,10,28,28,0,0,30,0,0,5,5,0,0,59,59,0,0,0,0,0,0,0,0,
441,185.6,2.59,180.69,61,0,66,0,7,28,28,0,0,45,0,0,2,2,0,0,63,63,0,0,0,2.8,0,0,2.8,0,
442,185.6,2.79,180.6,61,0,65,0,3,28,28,0,0,45,0,0,1,1,0,0,62,62,0,0,0,2.8,0,0,2.8,0,
443,185.6,3.09,180.6,61,0,65,0,1,28,28,0,0,32,10,10,1,1,0,0,54,54,3,3,0,2.8,0,0,2.8,0,
444,185.6,3.4,180.6,63,0,65,0,0,28,28,0,0,22,18,18,2,2,0,0,41,41,6,6,0,2.8,0,0,2.8,0,
445,185.6,3.55,180.64,64.5,0,64.5,0,0,28,28,0,0,23.5,23,23.5,3.5,3.5,0,0,35,35,7.5,8,0,2.8,0,0,2.8,0,
446,185.6,3.7,180.69,66,0,64,0,0,28,28,0,0,25,28,29,5,5,0,0,29,29,9,10,0,2.8,0,0,2.8,0,
447,185.6,3.79,180.69,66,0,64,0,0,28,28,0,0,36,28,29,7,7,0,0,19,19,9,10,0,0,0,0,0,0,
448,185.6,3.9,180.69,66,0,64,0,0,28,28,0,0,40,28,29,7,8,0,0,14,14,9,10,0,0,0,0,0,0,
449,185.6,3.9,180.69,66,0,64,0,0,28,28,0,0,40,18,18,7,7,0,0,13,13,6,6,0,0,0,0,0,0,
450,185.6,3.9,180.69,64,0,62,0,2,30,30,0,0,29,10,10,6,6,0,0,19,19,3,3,0,0,0,0,0,0,
451,185.6,3.9,180.6,60,0,59,0,5,33,33,0,0,19,0,0,3,3,0,0,28,28,0,0,0,0,0,0,0,0,
452,185.8,3.9,180.6,59,0,56,0,8,35,35,0,0,7,0,0,1,1,0,0,38,38,0,0,0,0,0,0,0,0,
453,186.1,3.9,180.6,58,0,55,0,11,39,39,4,4,14,0,0,1,1,0,0,45,45,0,0,0,0,0,0,0,0,
454,186.5,3.9,180.5,62,0,58,0,14,42,42,22,22,13,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,
455,186.89,3.9,180.39,67,0,64,0,13,45,45,42,42,33,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,
456,187.3,3.9,180.39,73,0,72,0,12,48,48,63,63,58,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,
457,187.5,3.9,180.39,79,0,80,0,9,51,51,84,84,78,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,
458,187.55,3.9,180.39,82,0,83,0,7.5,53,53,82.5,82.5,78.5,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,
459,187.6,3.9,180.39,85,0,86,0,6,55,55,81,81,79,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,
460,187.6,3.9,180.3,86,0,86,0,3,58,58,67,67,83,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,
461,187.6,3.9,180.19,84,0,84,0,7,59,59,49,49,80,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0,
462,187.6,3.9,180.19,81,0,81,0,8,60,60,28,28,80,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,
463,187.6,3.9,180.19,77,0,77,0,8,59,59,7,7,86,0,0,0,0,0,0,86,86,0,0,0,-1,0,0,-1,0,
464,187.6,3.9,180.19,73,0,73,0,11,56,56,0,0,91,0,0,0,0,0,0,98,98,0,0,0,-1,0,0,-1,0,
465,187.6,3.9,180.3,74,0,74,0,15,53,53,0,0,85,0,0,0,0,0,0,100,100,0,0,0,-1,0,0,-1,0,
466,187.6,3.9,180.3,77,0,77,0,12,50,50,0,0,84,0,0,0,0,0,0,100,100,0,0,0,-1,0,0,-1,0,
467,187.6,3.9,180.39,82,0,82,0,11,47,47,0,0,88,0,0,0,0,0,0,100,100,0,0,0,-1,0,0,-1,0,
468,187.6,3.9,180.39,89,0,89,0,10,46,46,0,0,88,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,
469,187.6,3.9,180.3,95,0,95,0,7,46,46,0,0,89,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,
470,187.6,3.9,180.3,100,0,100,0,6,45,45,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,
471,187.6,3.9,180.3,100,0,100,0,5,45,45,0,0,100,0,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0,
472,187.6,3.9,180.3,100,0,100,0,5,45,45,0,0,99,0,0,0,0,0,0,95.5,95.5,0,0,0,0,0,0,0,0,
473,187.6,3.9,180.3,100,0,100,0,5,45,45,0,0,98,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,
474,187.6,3.9,180.3,100,0,100,0,5,45,45,0,0,98,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,0,
475,187.6,3.9,180.3,98,0,98,0,5,45,45,0,0,97,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,
476,187.6,3.9,180.3,95,0,95,0,2,45,45,0,0,88,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,
477,187.6,3.9,180.39,88,0,88,0,1,45,45,0,0,49,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,
478,187.6,3.9,180.5,81,0,81,0,0,45,45,0,0,11,2,3,2,2,0,0,71,71,1,1,0,0,0,0,0,0,
479,187.6,3.9,180.6,77,0,77,0,0,45,45,0,0,5.5,2.5,3.5,4,5,0,0,62,62,1,1,0,0,0,0,0,0,
480,187.6,3.9,180.69,73,0,73,0,0,45,45,0,0,0,3,4,6,8,0,0,53,53,1,1,0,0,0,0,0,0,
481,187.6,4.09,180.69,66,0,66,0,0,45,45,0,0,0,3,4,12,15,1,1,35,35,1,1,0,0,0,0,0,0,
482,187.6,4.4,180.8,58,0,58,0,0,45,45,0,0,0,3,4,18,22,2,2,18,18,1,1,0,0,0,0,0,0,
483,187.39,4.69,180.89,54,0,54,0,0,45,45,0,0,0,3,4,24,29,3,3,10,10,1,1,0,0,0,0,0,0,
484,187.29,4.89,180.94,53,0,53,0,0,45,45,0,0,0,2,2.5,26,31,4,4,7,7,0.5,0.5,0,-1.1,0,0,-1.1,0,
485,187.19,5.09,181,52,0,52,0,0,45,45,0,0,0,1,1,28,33,5,5,4,4,0,0,0,-2.2,0,0,-2.2,0,
486,186.89,5.4,181,50,0,50,0,0,43,43,0,0,0,0,0,28,34,7,7,2,2,0,0,0,-2.2,0,0,-2.2,0,
487,186.5,5.59,181.1,47,0,47,0,0,40,40,0,0,0,0,0,26,31,8,8,1,1,0,0,0,-2.2,0,0,-2.2,0,
488,186.19,5.59,181.1,44,0,44,0,0,37,37,0,0,0,0,0,25,29,8,8,0,0,0,0,0,-2.2,0,0,-2.2,0,
489,186.1,5.69,181.1,41,0,41,0,0,34,34,0,0,0,2,3,27,31,7,7,0,0,1,1,0,-2.2,0,0,-2.2,0,
490,186.05,5.69,181.1,39.5,0,39.5,0,0,32,32,0,0,0,4.5,6,29.5,35.5,6,6,0,0,1.5,2,0,-1.1,0,0,-1.1,0,
491,186,5.69,181.1,38,0,38,0,0,30,30,0,0,0,7,9,32,40,5,5,0,0,2,3,0,0,0,0,0,0,
492,186,5.69,181.1,34,0,34,0,2,29,29,0,0,0,15,19,41,50,3,3,0,0,5,6,0,0,0,0,0,0,
493,186,5.69,181.1,29,0,29,0,7,28,28,0,0,0,28,33,57,68,2,2,0,0,9,11,0,0,0,0,0,0,
494,186,5.69,181.1,23,0,23,0,17,30,30,0,0,0,37,44,73,88,0,0,0,0,12,15,0,0,0,0,0,0,
495,186,5.69,181.1,18,0,18,0,30,32,32,0,0,0,44,52,88,100,0,0,0,0,15,17,0,0,0,0,0,0,
496,186,5.69,181.1,12,0,12,0,38,35,35,0,0,0,47,56,98,100,0,0,0,0,16,19,0,0,0,0,0,0,
497,186,5.69,181.19,9,0,9,0,43,39,39,0,0,0,46,56,100,100,0,0,0,0,15,19,0,0,0,0,0,0,
498,186,5.69,181.3,7,0,7,0,41,42,42,0,0,0,42,52,100,100,0,0,0,0,14,17,0,0,0,0,0,0,
499,186,5.69,181.3,7,0,7,0,37,42.5,42.5,0,0,0,41,51.5,100,100,0,0,0,0,13.5,17,0,0,0,0,0,0,
500,186,5.69,181.3,7,0,7,0,33,43,43,0,0,0,40,51,100,100,0,0,0,0,13,17,0,0,0,0,0,0,
501,186,5.69,181.39,7,0,7,0,27,44,44,0,0,0,41,54,100,100,0,0,0,0,14,18,0,0,0,0,0,0,
502,186,5.69,181.39,7,0,7,0,23,44,44,0,0,0,44,60,100,100,0,0,0,0,15,20,0,0,0,0,0,0,
503,186,5.69,181.39,6,0,6,0,19,44,44,0,0,0,48,66,100,100,0,0,0,0,16,22,0,0,0,0,0,0,
504,186,5.69,181.3,6,0,6,0,17,42,42,0,0,0,49,69,100,100,0,0,0,0,16,23,0,0,0,0,0,0,
505,186,5.69,181.3,6,0,6,0,17,38,38,0,0,0,50,72,100,100,0,0,0,0,17,24,0,0,0,0,0,0,
506,186,5.69,181.3,6,0,6,0,13,35,35,0,0,0,48,69,100,100,0,0,0,0,16,23,0,0,0,0,0,0,
507,186,5.69,181.3,6,0,6,0,11,30,30,0,0,0,45,65,92,100,0,0,0,0,15,22,0,0,0,0,0,0,
508,186,5.69,181.39,6,0,6,0,10,26,26,0,0,0,42,60,82,100,0,0,0,0,14,20,0,0,0,0,0,0,
509,186,5.69,181.39,6,0,6,0,10,25,25,0,0,0,40,57,69,99,0,0,0,0,13,19,0,0,0,0,0,0,
510,186,5.69,181.3,9,0,9,0,9,24,24,0,0,0,40,53,57,78,0,0,0,0,13,18,0,0,0,0,0,0,
511,186,5.69,181.3,12,0,12,0,9,24,24,0,0,0,38,49,43,57,0,0,0,0,13,16,0,0,0,0,0,0,
512,186,5.69,181.3,15,0,15,0,9,23,23,0,0,0,39,47,31,38,0,0,0,0,13,16,0,0,0,0,0,0,
513,186,5.69,181.3,18,0,18,0,9,23,23,0,0,0,30,37,21,27,0,0,0,0,10,12,0,0,0,0,0,0,
514,186,5.69,181.3,22,0,22,0,9,21,21,0,0,0,33,37,14,17,0,0,0,0,11,12,0,0,0,0,0,0,
515,186,5.69,181.3,24,0,24,0,9,19,19,0,0,0,37,39,8,10,0,0,0,0,12,13,0,0,0,0,0,0,
516,186,5.69,181.3,23,0,23,0,9,17,17,0,0,0,38,39,6.5,7.5,0,0,0,0,12.5,13,0,0,0,0,0,0,
517,186,5.69,181.3,22,0,22,0,9,15,15,0,0,0,39,39,5,5,0,0,0,0,13,13,0,0,0,0,0,0,
518,186,5.69,181.3,20,0,20,0,9,12,12,0,0,0,29,29,2,2,0,0,0,0,10,10,0,0,0,0,0,0,
519,186,5.69,181.3,17,0,17,0,9,9,9,0,0,0,29,29,1,1,0,0,5,5,10,10,0,0,0,0,0,0,
520,186,5.69,181.19,13,0,13,0,9,7,7,0,0,0,18,18,0,0,0,0,12,12,6,6,0,0,0,0,0,0,
521,186,5.69,181.19,10,0,10,0,9,7,7,0,0,0,7,7,0,0,0,0,18,18,2,2,0,0,0,0,0,0,
522,186,5.69,181.1,9,0,9,0,9,7,7,0,0,0,3,3,0,0,0,0,21,21,1,1,0,0,0,0,0,0,
523,186,5.69,181,8,0,8,0,9,7,7,0,0,0,3,3,0,0,0,0,22,22,1,1,0,0,0,0,0,0,
524,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,4,5,2,3,0,0,17,17,1,2,0,0,0,0,0,0,
525,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,6,6,5,6,0,0,10,10,2,2,0,0,0,0,0,0,
526,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,7,8,9,11,0,0,5,5,2,3,0,0,0,0,0,0,
527,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,5,7,13,17,0,0,2,2,2,2,0,0,0,0,0,0,
528,186,5.69,180.8,8,0,8,0,9,6,6,0,0,0,6,9,17,23,0,0,1,1,2,3,0,0.6,0,0,0.6,0,
529,186,5.69,180.8,8,0,8,0,9,6,6,0,0,0,6,9,17,23,0,0,1,1,2,3,0,0.6,0,0,0.6,0,
530,186,5.69,180.69,8,0,8,0,9,6,6,0,0,0,11,16,22,32,0,0,0,0,4,5,0,0.6,0,0,0.6,0,
531,186,5.69,180.69,8,0,8,0,9,6,6,0,0,0,13,19,23,34,0,0,0,0,4.5,6,0,0.6,0,0,0.6,0,
532,186,5.69,180.69,8,0,8,0,9,6,6,0,0,0,15,22,24,36,0,0,0,0,5,7,0,0.6,0,0,0.6,0,
533,186,5.69,180.69,8,0,8,0,9,6,6,0,0,0,20,29,26,39,0,0,0,0,7,10,0,0.6,0,0,0.6,0,
534,186,5.69,180.8,8,0,8,0,9,6,6,0,0,0,25,36,27,40,0,0,0,0,8,12,0,0,0,0,0,0,
535,186,5.69,180.8,8,0,8,0,9,6,6,0,0,0,27,41,28,42,0,0,0,0,9,14,0,0,0,0,0,0,
536,186,5.69,180.8,8,0,8,0,9,6,6,0,0,0,27,40,27,40,0,0,0,0,9,13,0,0,0,0,0,0,
537,186,5.69,180.8,8,0,8,0,9,6,6,0,0,0,26,37,25,37,0,0,0,0,9,12,0,0,0,0,0,0,
538,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,26,38,25,36,0,0,0,0,9,13,0,0,0,0,0,0,
539,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,27,39,26,37,0,0,0,0,9,13,0,0,0,0,0,0,
540,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,29,42,26,38,0,0,0,0,10,14,0,0,0,0,0,0,
541,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,30,44,26,37,0,0,0,0,10,15,0,0,0,0,0,0,
542,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,31,47,26,40,0,0,0,0,10,16,0,0,0,0,0,0,
543,186,5.69,180.89,8,0,8,0,9,6,6,0,0,0,30,46,26,40,0,0,0,0,10,15,0,0,0,0,0,0,
544,186,5.69,180.85,8,0,8,0,9,6,6,0,0,0,29,44.5,25,38.5,0,0,0,0,9.5,14.5,0,0,0,0,0,0,
545,186,5.69,180.8,8,0,8,0,9,6,6,0,0,0,28,43,24,37,0,0,0,0,9,14,0,0,0,0,0,0,
546,186,5.69,180.8,8,0,8,0,9,6,6,0,0,0,26,38,22,34,0,0,0,0,9,13,0,0,0,0,0,0,

